,Incident Type,Response Time,minute
7765,Structural+AC0-Scaffold,2255,60
7767,Structural+AC0-Crane,1296,60
7783,Structural+AC0-Construction Accident,71,60
7794,Structural+AC0-Collapse,195,60
7852,Structural+AC0-Street Collapse,259,60
7799,Structural+AC0-Partial Collapse,3162,60
7795,Structural+AC0-Street Collapse,386,60
7809,Structural+AC0-Confined Space,207,60
7816,Structural+AC0-Street Collapse,1072,60
7823,Structural+AC0-Scaffold,87,60
7845,Structural+AC0-Collapse,5696,60
7835,Structural+AC0-Sidewalk Shed,86,60
7838,Structural+AC0-Parapet,722,60
7840,Structural+AC0-Other,178,60
7850,Structural+AC0-Collapse,4511,60
7854,Structural+AC0-Construction Accident,239,60
7867,Structural+AC0-Collapse,1858,60
7872,Structural+AC0-Street Collapse,138,60
7878,Structural+AC0-Other,166,60
7888,Structural+AC0-Construction Accident,60,60
7900,Structural+AC0-Crane,39,60
7934,Structural+AC0-Life Safety Violations,6234,60
7928,Structural+AC0-Parapet,1528,60
7951,Structural+AC0-Confined Space,6234,60
7946,Structural+AC0-Other,7,60
7948,Structural+AC0-Scaffold,655,60
8006,Structural+AC0-Collapse,6234,60
7955,Structural+AC0-Confined Space,54,60
7956,Structural+AC0-Scaffold,200,60
7960,Structural+AC0-Scaffold,100,60
7983,Structural+AC0-Other,6234,60
7978,Structural+AC0-Street Collapse,1600,60
7977,Structural+AC0-Construction Accident,20,60
7979,Structural+AC0-Street Collapse,296,60
7984,Structural+AC0-Stability Problem,2539,60
163,Structural+AC0-Collapse,259,60
3274,Structural+AC0-Collapse,6234,60
4190,Structural+AC0-Collapse,6234,60
7985,Structural+AC0-Other,82,60
941,Structural+AC0-Confined Space,56,60
7987,Structural+AC0-Other,52,60
7991,Structural+AC0-Demolition,1643,60
7993,Structural+AC0-Other,118,60
8029,Structural+AC0-Partial Collapse,173,60
8028,Structural+AC0-Elevator,46,60
8037,Structural+AC0-Partial Collapse,47,60
8056,Structural+AC0-Stability Problem,6234,60
8053,Structural+AC0-Construction Accident,36,60
8068,Structural+AC0-Construction Accident,132,60
