Incident Type,Creation Date,Response Time,Incident Number
Fire-Haz Mat,2016-09-25,23,11
Fire-2nd Alarm,2016-09-26,128,2
Fire-2nd Alarm,2016-09-28,60,2
Fire-3rd Alarm,2016-10-01,239,5
Fire-3rd Alarm,2016-10-01,453,5
Fire-2nd Alarm,2016-10-03,197,2
Fire-2nd Alarm,2016-10-03,114,2
Fire-Collapse,2016-10-05,20,14
Fire-1st Alarm,2016-10-06,91,4
Fire-1st Alarm,2016-10-10,86,4
Fire-2nd Alarm,2016-10-20,276,2
Fire-2nd Alarm,2016-10-20,1142,2
Fire-1st Alarm,2016-10-22,856,4
Fire-2nd Alarm,2016-10-25,183,2
Fire-1st Alarm,2016-10-25,121,4
Fire-3rd Alarm,2016-10-26,1761,5
Fire-2nd Alarm,2016-10-27,90,2
Fire-2nd Alarm,2016-10-27,108,2
Fire-2nd Alarm,2016-10-29,119,2
Fire-2nd Alarm,2016-11-01,152,2
Fire-10-77 (Residential High Rise Fire),2016-11-07,8,16
Fire-1st Alarm,2016-11-07,179,4
Fire-10-77 (Residential High Rise Fire),2016-11-12,113,16
Fire-2nd Alarm,2016-11-21,185,2
Fire-2nd Alarm,2016-11-25,2338,2
Fire-10-76 (Commercial High Rise Fire),2016-11-26,117,15
Fire-3rd Alarm,2016-11-27,2285,5
Fire-2nd Alarm,2016-11-28,208,2
Fire-2nd Alarm,2016-11-29,120,2
Fire-3rd Alarm,2016-11-30,236,5
Fire-3rd Alarm,2016-11-30,619,5
Fire-1st Alarm,2016-11-30,36,4
Fire-Other,2016-12-07,1000,17
Fire-2nd Alarm,2016-12-08,256,2
Fire-School,2016-12-09,42,3
Fire-Other,2016-12-09,45,17
Fire-Other,2016-12-10,248,17
Fire-2nd Alarm,2016-12-11,148,2
Fire-2nd Alarm,2016-12-11,935,2
Fire-4th Alarm,2016-12-13,338,1
Fire-10-77 (Residential High Rise Fire),2016-12-14,105,16
Fire-2nd Alarm,2016-12-14,79,2
Fire-2nd Alarm,2016-12-14,2169,2
Fire-2nd Alarm,2016-12-15,1070,2
Fire-1st Alarm,2016-12-17,710,4
Fire-2nd Alarm,2016-12-18,591,2
Fire-2nd Alarm,2016-12-18,984,2
Fire-10-76 (Commercial High Rise Fire),2016-12-18,281,15
Fire-2nd Alarm,2016-12-21,130,2
Fire-4th Alarm,2016-12-22,698,1
Fire-1st Alarm,2016-12-25,2255,4
Fire-2nd Alarm,2016-12-26,147,2
Fire-2nd Alarm,2016-12-28,305,2
Fire-2nd Alarm,2016-12-28,88,2
Fire-2nd Alarm,2016-12-29,149,2
Fire-5th Alarm,2016-12-30,1554,13
Fire-Sensitive Location,2016-12-31,48,6
Fire-2nd Alarm,2016-12-31,62,2
Fire-2nd Alarm,2017-01-03,141,2
Fire-Manhole,2017-01-04,250,8
Fire-2nd Alarm,2017-01-04,174,2
Fire-3rd Alarm,2017-01-06,769,5
Fire-3rd Alarm,2017-01-08,471,5
Fire-10-76 (Commercial High Rise Fire),2017-01-08,85,15
Fire-3rd Alarm,2017-01-09,305,5
Fire-5th Alarm,2017-01-11,553,13
Fire-Haz Mat,2017-01-11,168,11
Fire-2nd Alarm,2017-01-11,161,2
Fire-3rd Alarm,2017-01-12,142,5
Fire-2nd Alarm,2017-01-16,134,2
Fire-10-77 (Residential High Rise Fire),2017-01-16,1475,16
Fire-10-77 (Residential High Rise Fire),2017-01-16,7,16
Fire-4th Alarm,2017-01-21,187,1
Fire-2nd Alarm,2017-01-21,243,2
Fire-1st Alarm,2017-01-23,492,4
Fire-3rd Alarm,2017-01-24,348,5
Fire-4th Alarm,2017-01-25,1680,1
Fire-2nd Alarm,2017-01-28,93,2
Fire-2nd Alarm,2017-01-29,48,2
Fire-10-76 (Commercial High Rise Fire),2017-01-29,46,15
Fire-2nd Alarm,2017-01-29,112,2
Fire-3rd Alarm,2017-01-29,369,5
Fire-2nd Alarm,2017-01-30,154,2
Fire-2nd Alarm,2017-01-30,163,2
Fire-2nd Alarm,2017-02-04,71,2
Fire-2nd Alarm,2017-02-05,96,2
Fire-4th Alarm,2017-02-08,1113,1
Fire-3rd Alarm,2017-02-09,217,5
Fire-2nd Alarm,2017-02-10,183,2
Fire-10-76 (Commercial High Rise Fire),2017-02-11,132,15
Fire-2nd Alarm,2017-02-12,117,2
Fire-1st Alarm,2017-02-14,701,4
Fire-Manhole,2017-02-14,147,8
Fire-2nd Alarm,2017-02-14,82,2
Fire-2nd Alarm,2017-02-15,245,2
Fire-2nd Alarm,2017-02-16,119,2
Fire-10-76 (Commercial High Rise Fire),2017-02-17,71,15
Fire-2nd Alarm,2017-02-17,88,2
Fire-Collapse,2017-02-19,395,14
Fire-2nd Alarm,2017-02-21,229,2
Fire-10-76 (Commercial High Rise Fire),2017-02-21,226,15
Fire-Other,2017-02-21,15,17
Fire-1st Alarm,2017-02-22,64,4
Fire-1st Alarm,2017-02-23,84,4
Fire-4th Alarm,2017-02-24,1283,1
Fire-4th Alarm,2017-03-01,3809,1
Fire-2nd Alarm,2017-03-02,111,2
Fire-10-76 (Commercial High Rise Fire),2017-03-02,803,15
Fire-10-77 (Residential High Rise Fire),2017-03-03,114,16
Fire-2nd Alarm,2017-03-04,3672,2
Fire-1st Alarm,2017-03-05,159,4
Fire-2nd Alarm,2017-03-06,151,2
Fire-10-77 (Residential High Rise Fire),2017-03-07,56,16
Fire-5th Alarm,2017-03-12,1729,13
Fire-10-76 (Commercial High Rise Fire),2017-03-13,97,15
Fire-Collapse,2017-03-14,111,14
Fire-2nd Alarm,2017-03-17,121,2
Fire-10-76 (Commercial High Rise Fire),2017-03-17,127,15
Fire-Other,2017-03-19,100,17
Fire-2nd Alarm,2017-03-22,39,2
Fire-Other,2017-03-23,476,17
Fire-2nd Alarm,2017-03-23,145,2
Fire-Other,2017-03-24,96,17
Fire-1st Alarm,2017-03-26,33,4
Fire-10-76 (Commercial High Rise Fire),2017-03-28,74,15
Fire-1st Alarm,2017-03-30,124,4
Fire-Haz Mat,2017-03-30,259,11
Fire-Other,2017-04-01,1381,17
Fire-2nd Alarm,2017-04-04,89,2
Fire-1st Alarm,2017-04-04,102,4
Fire-2nd Alarm,2017-04-05,928,2
Fire-Other,2017-04-05,110,17
Fire-Other,2017-04-06,18,17
Fire-2nd Alarm,2017-04-07,140,2
Fire-2nd Alarm,2017-04-07,89,2
Fire-2nd Alarm,2017-04-08,155,2
Fire-3rd Alarm,2017-04-09,1294,5
Fire-10-76 (Commercial High Rise Fire),2017-04-09,533,15
Fire-Haz Mat,2017-04-10,32,11
Fire-2nd Alarm,2017-04-13,165,2
Fire-2nd Alarm,2017-04-14,967,2
Fire-2nd Alarm,2017-04-16,1102,2
Fire-10-76 (Commercial High Rise Fire),2017-04-18,112,15
Fire-Manhole,2017-04-19,128,8
Fire-2nd Alarm,2017-04-20,702,2
Fire-2nd Alarm,2017-04-20,103,2
Fire-2nd Alarm,2017-04-22,173,2
Fire-2nd Alarm,2017-04-23,178,2
Fire-2nd Alarm,2017-04-23,95,2
Fire-Sensitive Location,2017-04-23,0,6
Fire-Manhole,2017-04-24,811,8
Fire-1st Alarm,2017-04-25,87,4
Fire-2nd Alarm,2017-04-25,146,2
Fire-2nd Alarm,2017-04-27,132,2
Fire-Manhole,2017-04-27,1,8
Fire-Sensitive Location,2017-04-27,48,6
Fire-3rd Alarm,2017-04-28,2680,5
Fire-3rd Alarm,2017-04-28,585,5
Fire-3rd Alarm,2017-04-28,1542,5
Fire-3rd Alarm,2017-04-29,141,5
Fire-Haz Mat,2017-04-30,67,11
Fire-2nd Alarm,2017-05-02,197,2
Fire-2nd Alarm,2017-05-04,162,2
Fire-2nd Alarm,2017-05-05,156,2
Fire-2nd Alarm,2017-05-07,94,2
Fire-1st Alarm,2017-05-08,191,4
Fire-1st Alarm,2017-05-10,120,4
Fire-10-76 (Commercial High Rise Fire),2017-05-10,228,15
Fire-Collapse,2017-05-13,112,14
Fire-Sensitive Location,2017-05-17,1641,6
Fire-Other,2017-05-19,127,17
Fire-5th Alarm,2017-05-21,3607,13
Fire-3rd Alarm,2017-05-23,509,5
Fire-2nd Alarm,2017-05-28,108,2
Fire-2nd Alarm,2017-05-29,964,2
Fire-2nd Alarm,2017-05-29,147,2
Fire-Manhole,2017-05-30,345,8
Fire-2nd Alarm,2017-06-01,91,2
Fire-Collapse,2017-06-03,926,14
Fire-10-76 (Commercial High Rise Fire),2017-06-03,129,15
Fire-2nd Alarm,2017-06-09,64,2
Fire-2nd Alarm,2017-06-11,54,2
Fire-Other,2017-06-12,8,17
Fire-2nd Alarm,2017-06-13,256,2
Fire-10-76 (Commercial High Rise Fire),2017-06-13,103,15
Fire-2nd Alarm,2017-06-13,235,2
Fire-2nd Alarm,2017-06-14,364,2
Fire-2nd Alarm,2017-06-15,125,2
Fire-10-76 (Commercial High Rise Fire),2017-06-16,48,15
Fire-Other,2017-06-21,160,17
Fire-1st Alarm,2017-06-21,190,4
Fire-2nd Alarm,2017-06-22,93,2
Fire-5th Alarm,2017-06-22,3402,13
Fire-Other,2017-06-23,35,17
Fire-Other,2017-06-23,42,17
Fire-2nd Alarm,2017-06-25,1141,2
Fire-2nd Alarm,2017-06-26,95,2
Fire-1st Alarm,2017-06-29,44,4
Fire-1st Alarm,2017-06-30,140,4
Fire-2nd Alarm,2017-07-02,167,2
Fire-2nd Alarm,2017-07-03,1127,2
Fire-4th Alarm,2017-07-04,1935,1
Fire-2nd Alarm,2017-07-04,158,2
Fire-3rd Alarm,2017-07-05,842,5
Fire-3rd Alarm,2017-07-05,268,5
Fire-2nd Alarm,2017-07-09,892,2
Fire-School,2017-07-11,87,3
Fire-10-76 (Commercial High Rise Fire),2017-07-17,70,15
Fire-2nd Alarm,2017-07-21,199,2
Fire-2nd Alarm,2017-07-22,202,2
Fire-2nd Alarm,2017-07-24,179,2
Fire-2nd Alarm,2017-07-25,217,2
Fire-2nd Alarm,2017-07-26,167,2
Fire-2nd Alarm,2017-07-26,156,2
Fire-1st Alarm,2017-08-01,201,4
Fire-1st Alarm,2017-08-02,220,4
Fire-1st Alarm,2017-08-04,55,4
Fire-1st Alarm,2017-08-04,41,4
Fire-1st Alarm,2017-08-06,142,4
Fire-2nd Alarm,2017-08-15,161,2
Fire-Explosion,2017-08-16,29,9
Fire-2nd Alarm,2017-08-21,144,2
Fire-2nd Alarm,2017-08-23,229,2
Fire-Explosion,2017-08-24,120,9
Fire-Manhole,2017-08-25,984,8
Fire-2nd Alarm,2017-08-26,153,2
Fire-3rd Alarm,2017-08-28,234,5
Fire-2nd Alarm,2017-08-30,182,2
Fire-2nd Alarm,2017-09-04,135,2
Fire-School,2017-09-04,80,3
Fire-10-76 (Commercial High Rise Fire),2017-09-07,49,15
Fire-2nd Alarm,2017-09-08,173,2
Fire-Sensitive Location,2017-09-08,44,6
Fire-Other,2017-09-08,104,17
Fire-2nd Alarm,2017-09-10,101,2
Fire-2nd Alarm,2017-09-10,112,2
Fire-2nd Alarm,2017-09-11,141,2
Fire-Haz Mat,2017-09-16,83,11
Fire-Other,2017-09-17,3368,17
Fire-Haz Mat,2017-09-22,109,11
Fire-2nd Alarm,2017-09-22,129,2
Fire-2nd Alarm,2017-09-23,177,2
Fire-1st Alarm,2017-09-24,107,4
Fire-2nd Alarm,2017-09-25,381,2
Fire-1st Alarm,2017-09-27,375,4
Fire-2nd Alarm,2017-09-29,301,2
Fire-2nd Alarm,2017-10-05,213,2
Fire-Other,2017-10-07,56,17
Fire-2nd Alarm,2017-10-07,244,2
Fire-2nd Alarm,2017-10-09,273,2
Fire-2nd Alarm,2017-10-12,325,2
Fire-3rd Alarm,2017-10-16,136,5
Fire-2nd Alarm,2017-10-21,147,2
Fire-3rd Alarm,2017-10-23,1614,5
Fire-Sensitive Location,2017-10-24,207,6
Fire-Haz Mat,2017-10-25,321,11
Fire-2nd Alarm,2017-10-30,148,2
Fire-10-76 (Commercial High Rise Fire),2017-10-30,200,15
Fire-3rd Alarm,2017-11-02,274,5
Fire-2nd Alarm,2017-11-09,790,2
Fire-3rd Alarm,2017-11-10,551,5
Fire-10-76 (Commercial High Rise Fire),2017-11-12,174,15
Fire-2nd Alarm,2017-11-14,2882,2
Fire-1st Alarm,2017-11-15,58,4
Fire-10-76 (Commercial High Rise Fire),2017-11-16,91,15
Fire-10-76 (Commercial High Rise Fire),2017-11-16,45,15
Fire-2nd Alarm,2017-11-17,104,2
Fire-2nd Alarm,2017-11-19,406,2
Fire-Collapse,2017-11-19,851,14
Fire-2nd Alarm,2017-11-20,84,2
Fire-School,2017-11-21,128,3
Fire-Haz Mat,2017-11-22,75,11
Fire-3rd Alarm,2017-11-23,181,5
Fire-3rd Alarm,2017-11-26,195,5
Fire-2nd Alarm,2017-11-27,299,2
Fire-2nd Alarm,2017-11-27,1945,2
Fire-10-76 (Commercial High Rise Fire),2017-11-27,105,15
Fire-Hospital,2017-11-27,88,7
Fire-1st Alarm,2017-11-29,87,4
Fire-2nd Alarm,2017-11-29,271,2
Fire-10-77 (Residential High Rise Fire),2017-11-29,1575,16
Fire-1st Alarm,2017-12-01,63,4
Fire-2nd Alarm,2017-12-03,159,2
Fire-10-76 (Commercial High Rise Fire),2017-12-06,88,15
Fire-Other,2017-12-06,320,17
Fire-Explosion,2017-12-07,284,9
Fire-2nd Alarm,2017-12-08,141,2
Fire-10-76 (Commercial High Rise Fire),2017-12-09,56,15
Fire-2nd Alarm,2017-12-09,63,2
Fire-2nd Alarm,2017-12-13,104,2
Fire-1st Alarm,2017-12-15,87,4
Fire-2nd Alarm,2017-12-15,255,2
Fire-2nd Alarm,2017-12-15,187,2
Fire-Hospital,2017-12-17,40,7
Fire-Sensitive Location,2017-12-17,118,6
Fire-2nd Alarm,2017-12-17,107,2
Fire-3rd Alarm,2017-12-18,3833,5
Fire-10-77 (Residential High Rise Fire),2017-12-18,185,16
Fire-2nd Alarm,2017-12-20,112,2
Fire-1st Alarm,2017-12-20,58,4
Fire-School,2017-12-20,23,3
Fire-2nd Alarm,2017-12-21,149,2
Fire-2nd Alarm,2017-12-22,113,2
Fire-1st Alarm,2017-12-25,89,4
Fire-3rd Alarm,2017-12-27,668,5
Fire-2nd Alarm,2017-12-27,277,2
Fire-3rd Alarm,2017-12-28,3319,5
Fire-2nd Alarm,2017-12-29,194,2
Fire-2nd Alarm,2017-12-29,868,2
Fire-2nd Alarm,2017-12-31,53,2
Fire-2nd Alarm,2018-01-01,149,2
Fire-3rd Alarm,2018-01-01,3656,5
Fire-2nd Alarm,2018-01-02,175,2
Fire-2nd Alarm,2018-01-02,104,2
Fire-3rd Alarm,2018-01-02,821,5
Fire-3rd Alarm,2018-01-02,389,5
Fire-2nd Alarm,2018-01-04,121,2
Fire-1st Alarm,2018-01-05,28,4
Fire-2nd Alarm,2018-01-06,181,2
Fire-2nd Alarm,2018-01-08,64,2
Fire-10-76 (Commercial High Rise Fire),2018-01-08,108,15
Fire-2nd Alarm,2018-01-08,61,2
Fire-10-76 (Commercial High Rise Fire),2018-01-08,74,15
Fire-2nd Alarm,2018-01-09,80,2
Fire-10-77 (Residential High Rise Fire),2018-01-12,316,16
Fire-2nd Alarm,2018-01-12,418,2
Fire-2nd Alarm,2018-01-13,89,2
Fire-Haz Mat,2018-01-15,45,11
Fire-2nd Alarm,2018-01-16,491,2
Fire-School,2018-01-16,39,3
Fire-2nd Alarm,2018-01-17,364,2
Fire-3rd Alarm,2018-01-18,821,5
Fire-Manhole,2018-01-18,640,8
Fire-10-77 (Residential High Rise Fire),2018-01-18,94,16
Fire-2nd Alarm,2018-01-18,121,2
Fire-3rd Alarm,2018-01-18,276,5
Fire-Explosion,2018-01-20,1868,9
Fire-2nd Alarm,2018-01-20,117,2
Fire-10-76 (Commercial High Rise Fire),2018-01-22,79,15
Fire-Other,2018-01-22,36,17
Fire-2nd Alarm,2018-01-22,1,2
Fire-1st Alarm,2018-01-24,1407,4
Fire-2nd Alarm,2018-01-26,190,2
Fire-Other,2018-01-26,644,17
Fire-4th Alarm,2018-01-30,3435,1
Fire-2nd Alarm,2018-01-31,144,2
Fire-School,2018-02-05,34,3
Fire-10-77 (Residential High Rise Fire),2018-02-05,311,16
Fire-2nd Alarm,2018-02-06,954,2
Fire-2nd Alarm,2018-02-06,100,2
Fire-1st Alarm,2018-02-08,185,4
Fire-1st Alarm,2018-02-09,351,4
Fire-2nd Alarm,2018-02-10,128,2
Fire-Other,2018-02-11,171,17
Fire-2nd Alarm,2018-02-12,369,2
Fire-2nd Alarm,2018-02-13,227,2
Fire-2nd Alarm,2018-02-17,357,2
Fire-2nd Alarm,2018-02-18,339,2
Fire-2nd Alarm,2018-02-21,170,2
Fire-3rd Alarm,2018-02-28,1409,5
Fire-2nd Alarm,2018-02-28,1033,2
Fire-2nd Alarm,2018-02-28,807,2
Fire-School,2018-03-01,73,3
Fire-Other,2018-03-02,236,17
Fire-2nd Alarm,2018-03-04,90,2
Fire-2nd Alarm,2018-03-05,2257,2
Fire-2nd Alarm,2018-03-09,150,2
Fire-2nd Alarm,2018-03-10,109,2
Fire-Sensitive Location,2018-03-13,148,6
Fire-5th Alarm,2018-03-16,1661,13
Fire-3rd Alarm,2018-03-19,316,5
Fire-10-77 (Residential High Rise Fire),2018-03-19,97,16
Fire-2nd Alarm,2018-03-19,147,2
Fire-2nd Alarm,2018-03-20,319,2
Fire-10-76 (Commercial High Rise Fire),2018-03-21,99,15
Fire-4th Alarm,2018-03-24,3599,1
Fire-2nd Alarm,2018-03-24,162,2
Fire-Haz Mat,2018-03-24,153,11
Fire-2nd Alarm,2018-03-26,549,2
Fire-2nd Alarm,2018-03-28,357,2
Fire-2nd Alarm,2018-03-28,4,2
Fire-1st Alarm,2018-03-29,51,4
Fire-2nd Alarm,2018-03-29,509,2
Fire-2nd Alarm,2018-03-31,107,2
Fire-Explosion,2018-04-02,20,9
Fire-10-77 (Residential High Rise Fire),2018-04-02,177,16
Fire-10-77 (Residential High Rise Fire),2018-04-03,109,16
Fire-2nd Alarm,2018-04-06,500,2
Fire-10-76 (Commercial High Rise Fire),2018-04-06,44,15
Fire-2nd Alarm,2018-04-08,258,2
Fire-10-77 (Residential High Rise Fire),2018-04-09,560,16
Fire-1st Alarm,2018-04-10,119,4
Fire-2nd Alarm,2018-04-10,232,2
Fire-Other,2018-04-11,54,17
Fire-4th Alarm,2018-04-11,1096,1
Fire-2nd Alarm,2018-04-13,233,2
Fire-2nd Alarm,2018-04-13,109,2
Fire-2nd Alarm,2018-04-14,280,2
Fire-2nd Alarm,2018-04-16,145,2
Fire-10-76 (Commercial High Rise Fire),2018-04-16,356,15
Fire-3rd Alarm,2018-04-17,248,5
Fire-3rd Alarm,2018-04-21,283,5
Fire-2nd Alarm,2018-04-21,1127,2
Fire-2nd Alarm,2018-04-21,160,2
Fire-2nd Alarm,2018-04-22,113,2
Fire-Other,2018-04-25,50,17
Fire-3rd Alarm,2018-04-27,181,5
Fire-School,2018-04-27,16,3
Fire-3rd Alarm,2018-04-29,2186,5
Fire-1st Alarm,2018-04-30,32,4
Fire-2nd Alarm,2018-04-30,163,2
Fire-2nd Alarm,2018-05-02,200,2
Fire-Sensitive Location,2018-05-03,89,6
Fire-Collapse,2018-05-03,221,14
Fire-2nd Alarm,2018-05-03,110,2
Fire-10-77 (Residential High Rise Fire),2018-05-05,68,16
Fire-10-76 (Commercial High Rise Fire),2018-05-07,35,15
Fire-School,2018-05-10,111,3
Fire-Other,2018-05-10,169,17
Fire-4th Alarm,2018-05-10,250,1
Fire-2nd Alarm,2018-05-11,88,2
Fire-2nd Alarm,2018-05-11,2299,2
Fire-2nd Alarm,2018-05-11,1055,2
Fire-Sensitive Location,2018-05-13,233,6
Fire-Collapse,2018-05-15,93,14
Fire-10-76 (Commercial High Rise Fire),2018-05-16,74,15
Fire-2nd Alarm,2018-05-16,138,2
Fire-Collapse,2018-05-17,212,14
Fire-3rd Alarm,2018-05-21,1054,5
Fire-3rd Alarm,2018-05-21,2138,5
Fire-Other,2018-05-21,30,17
Fire-2nd Alarm,2018-05-21,83,2
Fire-2nd Alarm,2018-05-27,767,2
Fire-4th Alarm,2018-05-27,659,1
Fire-3rd Alarm,2018-05-28,197,5
Fire-2nd Alarm,2018-06-01,82,2
Fire-2nd Alarm,2018-06-04,3444,2
Fire-2nd Alarm,2018-06-04,553,2
Fire-3rd Alarm,2018-06-06,273,5
Fire-Sensitive Location,2018-06-07,295,6
Fire-3rd Alarm,2018-06-13,205,5
Fire-1st Alarm,2018-06-14,1266,4
Fire-2nd Alarm,2018-06-16,288,2
Fire-Other,2018-06-16,102,17
Fire-5th Alarm,2018-06-16,226,13
Fire-Collapse,2018-06-19,1075,14
Fire-3rd Alarm,2018-06-19,128,5
Fire-Manhole,2018-06-22,2162,8
Fire-1st Alarm,2018-06-22,75,4
Fire-1st Alarm,2018-06-23,90,4
Fire-2nd Alarm,2018-06-26,110,2
Fire-10-77 (Residential High Rise Fire),2018-06-30,244,16
Fire-10-76 (Commercial High Rise Fire),2018-07-01,78,15
Fire-10-77 (Residential High Rise Fire),2018-07-01,43,16
Fire-2nd Alarm,2018-07-02,185,2
Fire-2nd Alarm,2018-07-04,213,2
Fire-2nd Alarm,2018-07-04,194,2
Fire-Other,2018-07-05,182,17
Fire-2nd Alarm,2018-07-06,1031,2
Fire-10-76 (Commercial High Rise Fire),2018-07-06,206,15
Fire-2nd Alarm,2018-07-07,166,2
Fire-3rd Alarm,2018-07-09,698,5
Fire-4th Alarm,2018-07-10,395,1
Fire-Haz Mat,2018-07-12,275,11
Fire-2nd Alarm,2018-07-15,283,2
Fire-2nd Alarm,2018-07-15,219,2
Fire-2nd Alarm,2018-07-17,59,2
Fire-2nd Alarm,2018-07-20,142,2
Fire-1st Alarm,2018-07-26,257,4
Fire-2nd Alarm,2018-07-29,335,2
Fire-2nd Alarm,2018-08-06,183,2
Fire-2nd Alarm,2018-08-07,170,2
Fire-3rd Alarm,2018-08-07,265,5
Fire-10-76 (Commercial High Rise Fire),2018-08-11,40,15
Fire-Hospital,2018-08-14,129,7
Fire-3rd Alarm,2018-08-14,173,5
Fire-3rd Alarm,2018-08-17,707,5
Fire-2nd Alarm,2018-08-18,156,2
Fire-4th Alarm,2018-08-22,1836,1
Fire-2nd Alarm,2018-08-25,142,2
Fire-1st Alarm,2018-08-25,52,4
Fire-2nd Alarm,2018-08-25,2057,2
Fire-2nd Alarm,2018-08-25,119,2
Fire-2nd Alarm,2018-08-27,233,2
Fire-Other,2018-08-27,304,17
Fire-Sensitive Location,2018-08-27,80,6
Fire-2nd Alarm,2018-08-28,234,2
Fire-Manhole,2018-08-28,622,8
Fire-Haz Mat,2018-09-02,140,11
Fire-3rd Alarm,2018-09-05,209,5
Fire-1st Alarm,2018-09-07,220,4
Fire-2nd Alarm,2018-09-09,101,2
Fire-2nd Alarm,2018-09-09,668,2
Fire-2nd Alarm,2018-09-10,385,2
Fire-3rd Alarm,2018-09-11,346,5
Fire-10-76 (Commercial High Rise Fire),2018-09-17,47,15
Fire-10-76 (Commercial High Rise Fire),2018-09-18,870,15
Fire-Manhole,2018-09-18,278,8
Fire-10-76 (Commercial High Rise Fire),2018-09-18,7,15
Fire-2nd Alarm,2018-09-18,940,2
Fire-Other,2018-09-19,160,17
Fire-2nd Alarm,2018-09-20,240,2
Fire-2nd Alarm,2018-09-21,263,2
Fire-3rd Alarm,2018-09-24,148,5
Fire-2nd Alarm,2018-09-25,186,2
Fire-Manhole,2018-09-25,1263,8
Fire-4th Alarm,2018-09-29,2937,1
Fire-Sensitive Location,2018-09-30,184,6
Fire-2nd Alarm,2018-10-01,101,2
Fire-2nd Alarm,2018-10-05,441,2
Fire-2nd Alarm,2018-10-07,130,2
Fire-Haz Mat,2018-10-11,74,11
Fire-Other,2018-10-11,244,17
Fire-Other,2018-10-12,169,17
Fire-Hospital,2018-10-12,28,7
Fire-1st Alarm,2018-10-15,99,4
Fire-10-76 (Commercial High Rise Fire),2018-10-23,94,15
Fire-2nd Alarm,2018-10-28,80,2
Fire-1st Alarm,2018-10-29,137,4
Fire-10-76 (Commercial High Rise Fire),2018-10-30,139,15
Fire-2nd Alarm,2018-11-08,162,2
Fire-2nd Alarm,2018-11-08,206,2
Fire-2nd Alarm,2018-11-09,414,2
Fire-Hospital,2018-11-10,647,7
Fire-3rd Alarm,2018-11-13,129,5
Fire-2nd Alarm,2018-11-13,186,2
Fire-10-76 (Commercial High Rise Fire),2018-11-14,79,15
Fire-Explosion,2018-11-16,86,9
Fire-2nd Alarm,2018-11-18,147,2
Fire-Manhole,2018-11-19,917,8
Fire-Other,2018-11-21,70,17
Fire-Other,2018-11-21,15,17
Fire-Other,2018-11-21,342,17
Fire-Other,2018-11-21,107,17
Fire-3rd Alarm,2018-11-22,1320,5
Fire-2nd Alarm,2018-11-22,234,2
Fire-2nd Alarm,2018-11-23,145,2
Fire-10-76 (Commercial High Rise Fire),2018-11-25,216,15
Fire-Haz Mat,2018-11-25,2429,11
Fire-2nd Alarm,2018-11-26,145,2
Fire-2nd Alarm,2018-11-30,147,2
Fire-2nd Alarm,2018-12-04,313,2
Fire-1st Alarm,2018-12-04,236,4
Fire-2nd Alarm,2018-12-04,179,2
Fire-2nd Alarm,2018-12-05,264,2
Fire-2nd Alarm,2018-12-05,182,2
Fire-1st Alarm,2018-12-07,115,4
Fire-2nd Alarm,2018-12-08,238,2
Fire-2nd Alarm,2018-12-08,571,2
Fire-2nd Alarm,2018-12-08,138,2
Fire-3rd Alarm,2018-12-09,148,5
Fire-2nd Alarm,2018-12-09,202,2
Fire-Sensitive Location,2018-12-10,503,6
Fire-2nd Alarm,2018-12-11,114,2
Fire-1st Alarm,2018-12-11,83,4
Fire-5th Alarm,2018-12-13,2356,13
Fire-2nd Alarm,2018-12-13,199,2
Fire-1st Alarm,2018-12-14,104,4
Fire-2nd Alarm,2018-12-14,307,2
Fire-3rd Alarm,2018-12-14,207,5
Fire-2nd Alarm,2018-12-15,105,2
Fire-3rd Alarm,2018-12-19,496,5
Fire-1st Alarm,2018-12-20,1670,4
Fire-1st Alarm,2018-12-20,187,4
Fire-10-76 (Commercial High Rise Fire),2018-12-21,407,15
Fire-Sensitive Location,2018-12-21,146,6
Fire-10-77 (Residential High Rise Fire),2018-12-22,110,16
Fire-2nd Alarm,2018-12-22,106,2
Fire-1st Alarm,2018-12-23,2224,4
Fire-2nd Alarm,2018-12-25,184,2
Fire-1st Alarm,2018-12-25,1610,4
Fire-2nd Alarm,2018-12-26,178,2
Fire-2nd Alarm,2018-12-26,11,2
Fire-2nd Alarm,2018-12-27,178,2
Fire-2nd Alarm,2018-12-31,1003,2
Fire-2nd Alarm,2019-01-02,152,2
Fire-Other,2019-01-02,203,17
Fire-Sensitive Location,2019-01-02,111,6
Fire-2nd Alarm,2019-01-03,263,2
Fire-10-76 (Commercial High Rise Fire),2019-01-04,1189,15
Fire-2nd Alarm,2019-01-07,495,2
Fire-2nd Alarm,2019-01-10,1030,2
Fire-2nd Alarm,2019-01-11,3059,2
Fire-2nd Alarm,2019-01-11,421,2
Fire-2nd Alarm,2019-01-11,78,2
Fire-2nd Alarm,2019-01-16,1351,2
Fire-2nd Alarm,2019-01-16,2698,2
Fire-Other,2019-01-18,52,17
Fire-5th Alarm,2019-01-19,1551,13
Fire-5th Alarm,2019-01-19,534,13
Fire-Other,2019-01-20,77,17
Fire-3rd Alarm,2019-01-21,3619,5
Fire-3rd Alarm,2019-01-21,1276,5
Fire-2nd Alarm,2019-01-23,304,2
Fire-4th Alarm,2019-01-23,312,1
Fire-2nd Alarm,2019-01-31,266,2
Fire-2nd Alarm,2019-01-31,151,2
Fire-2nd Alarm,2019-02-02,37,2
Fire-10-77 (Residential High Rise Fire),2019-02-02,32,16
