Incident Type,Creation Date,Response Time,Incident Number
Utility-Gas Service Line,2014-11-10,73,7
Utility-Water Main,2014-11-14,2277,2
Utility-Water Main,2014-11-18,359,2
Utility-Water Service Line,2014-11-18,461,6
Utility-Water Main,2014-11-20,313,2
Utility-Water Main,2014-11-20,104,2
Utility-Water Service Line,2014-11-21,129,6
Utility-Other,2014-11-22,1180,9
Utility-Water Main,2014-11-25,553,2
Utility-Electric Feeder Cable,2014-12-06,3064,1
Utility-Other,2014-12-08,209,9
Utility-Gas Service Line,2014-12-08,56,7
Utility-Power Outage,2014-12-10,276,4
Utility-Gas Service Line,2014-12-15,99,7
Utility-Gas Service Line,2014-12-15,2136,7
Utility-Electric Feeder Cable,2014-12-24,1094,1
Utility-Water Main,2014-12-25,3119,2
Utility-Manhole,2014-12-30,934,5
Utility-Water Service Line,2014-12-30,2263,6
Utility-Power Outage,2015-01-05,135,4
Utility-Water Service Line,2015-01-07,635,6
Utility-Water Service Line,2015-01-07,64,6
Utility-Water Main,2015-01-08,1619,2
Utility-Other,2015-01-08,1007,9
Utility-Other,2015-01-09,2463,9
Utility-Water Service Line,2015-01-15,1564,6
Utility-Water Service Line,2015-01-15,799,6
Utility-Water Main,2015-01-15,507,2
Utility-Water Main,2015-01-15,511,2
Utility-Water Main,2015-01-15,79,2
Utility-Water Main,2015-01-16,129,2
Utility-Other,2015-01-16,645,9
Utility-Water Main,2015-01-19,253,2
Utility-Other,2015-01-19,276,9
Utility-Power Outage,2015-01-20,100,4
Utility-Water Service Line,2015-01-23,1017,6
Utility-Power Outage,2015-01-24,182,4
Utility-Other,2015-01-24,120,9
Utility-Power Outage,2015-01-24,154,4
Utility-Manhole,2015-01-24,183,5
Utility-Power Outage,2015-01-28,1909,4
Utility-Water Service Line,2015-01-30,523,6
Utility-Water Main,2015-01-31,1632,2
Utility-Water Main,2015-01-31,687,2
Utility-Water Service Line,2015-02-02,437,6
Utility-Water Main,2015-02-02,33,2
Utility-Other,2015-02-03,1756,9
Utility-Other,2015-02-04,52,9
Utility-Gas High Pressure,2015-02-05,430,8
Utility-Water Main,2015-02-05,1023,2
Utility-Gas Main Rupture,2015-02-06,82,3
Utility-Other,2015-02-06,252,9
Utility-Other,2015-02-08,1155,9
Utility-Manhole,2015-02-09,593,5
Utility-Water Main,2015-02-11,1674,2
Utility-Water Service Line,2015-02-12,1771,6
Utility-Other,2015-02-12,57,9
Utility-Water Main,2015-02-13,442,2
Utility-Water Main,2015-02-13,1060,2
Utility-Other,2015-02-13,343,9
Utility-Other,2015-02-16,1981,9
Utility-Other,2015-02-16,103,9
Utility-Other,2015-02-16,2646,9
Utility-Other,2015-02-16,214,9
Utility-Water Main,2015-02-16,229,2
Utility-Other,2015-02-17,210,9
Utility-Water Main,2015-02-17,168,2
Utility-Water Service Line,2015-02-17,140,6
Utility-Water Service Line,2015-02-17,125,6
Utility-Water Service Line,2015-02-18,102,6
Utility-Gas High Pressure,2015-02-19,192,8
Utility-Gas Service Line,2015-02-20,334,7
Utility-Water Service Line,2015-02-21,782,6
Utility-Water Main,2015-02-21,609,2
Utility-Water Main,2015-02-22,1537,2
Utility-Other,2015-02-22,340,9
Utility-Water Main,2015-02-23,869,2
Utility-Power Outage,2015-02-23,370,4
Utility-Water Main,2015-02-23,474,2
Utility-Water Main,2015-02-24,1328,2
Utility-Water Main,2015-02-24,900,2
Utility-Other,2015-02-25,958,9
Utility-Power Outage,2015-02-25,338,4
Utility-Water Main,2015-02-26,375,2
Utility-Power Outage,2015-02-27,56,4
Utility-Other,2015-02-28,369,9
Utility-Other,2015-03-03,225,9
Utility-Water Service Line,2015-03-04,286,6
Utility-Water Main,2015-03-04,531,2
Utility-Water Main,2015-03-04,200,2
Utility-Power Outage,2015-03-04,845,4
Utility-Other,2015-03-04,51,9
Utility-Manhole,2015-03-05,240,5
Utility-Power Outage,2015-03-05,298,4
Utility-Power Outage,2015-03-05,3053,4
Utility-Manhole,2015-03-05,2145,5
Utility-Manhole,2015-03-08,2627,5
Utility-Power Outage,2015-03-08,453,4
Utility-Gas Main Rupture,2015-03-09,78,3
Utility-Water Main,2015-03-09,477,2
Utility-Other,2015-03-10,1302,9
Utility-Power Outage,2015-03-14,148,4
Utility-Other,2015-03-16,123,9
Utility-Water Main,2015-03-18,1038,2
Utility-Gas Service Line,2015-03-23,112,7
Utility-Water Main,2015-03-24,3530,2
Utility-Water Service Line,2015-03-24,131,6
Utility-Water Service Line,2015-03-25,2132,6
Utility-Gas High Pressure,2015-03-28,2250,8
Utility-Other,2015-03-28,105,9
Utility-Water Main,2015-04-01,1011,2
Utility-Water Service Line,2015-04-02,1344,6
Utility-Gas Service Line,2015-04-08,65,7
Utility-Other,2015-04-08,977,9
Utility-Other,2015-04-09,609,9
Utility-Water Service Line,2015-04-13,834,6
Utility-Gas Main Rupture,2015-04-15,49,3
Utility-Power Outage,2015-04-16,62,4
Utility-Power Outage,2015-04-17,463,4
Utility-Power Outage,2015-04-20,262,4
Utility-Power Outage,2015-04-21,210,4
Utility-Water Main,2015-04-21,1573,2
Utility-Water Main,2015-04-22,66,2
Utility-Water Service Line,2015-04-23,240,6
Utility-Gas Main Rupture,2015-04-24,106,3
Utility-Power Outage,2015-04-29,49,4
Utility-Gas Service Line,2015-05-05,1222,7
Utility-Water Main,2015-05-07,560,2
Utility-Electric Feeder Cable,2015-05-10,2085,1
Utility-Gas Service Line,2015-05-11,157,7
Utility-Gas Service Line,2015-05-11,86,7
Utility-Water Main,2015-05-14,216,2
Utility-Water Main,2015-05-16,267,2
Utility-Power Outage,2015-05-19,217,4
Utility-Gas Main Rupture,2015-05-22,124,3
Utility-Gas Service Line,2015-05-25,102,7
Utility-Water Service Line,2015-05-27,427,6
Utility-Water Service Line,2015-05-29,2117,6
Utility-Gas Main Rupture,2015-06-01,194,3
Utility-Other,2015-06-02,124,9
Utility-Gas Main Rupture,2015-06-03,884,3
Utility-Other,2015-06-07,0,9
Utility-Water Service Line,2015-06-10,1016,6
Utility-Power Outage,2015-06-11,31,4
Utility-Power Outage,2015-06-12,171,4
Utility-Manhole,2015-06-12,1598,5
Utility-Power Outage,2015-06-13,254,4
Utility-Water Service Line,2015-06-14,819,6
Utility-Other,2015-06-16,2268,9
Utility-Gas Main Rupture,2015-06-18,86,3
Utility-Water Main,2015-06-22,1243,2
Utility-Power Outage,2015-06-23,207,4
Utility-Gas Service Line,2015-06-24,99,7
Utility-Other,2015-06-25,257,9
Utility-Power Outage,2015-06-27,125,4
Utility-Manhole,2015-06-28,127,5
Utility-Manhole,2015-06-29,0,5
Utility-Water Main,2015-07-01,104,2
Utility-Power Outage,2015-07-01,187,4
Utility-Manhole,2015-07-06,94,5
Utility-Other,2015-07-07,963,9
Utility-Other,2015-07-07,292,9
Utility-Water Main,2015-07-09,492,2
Utility-Water Main,2015-07-10,1316,2
Utility-Water Main,2015-07-13,606,2
Utility-Other,2015-07-13,1524,9
Utility-Manhole,2015-07-13,598,5
Utility-Water Main,2015-07-18,29,2
Utility-Power Outage,2015-07-19,389,4
Utility-Water Main,2015-07-19,1237,2
Utility-Power Outage,2015-07-19,867,4
Utility-Other,2015-07-19,142,9
Utility-Power Outage,2015-07-20,1725,4
Utility-Power Outage,2015-07-20,637,4
Utility-Power Outage,2015-07-20,778,4
Utility-Water Main,2015-07-22,2138,2
Utility-Water Main,2015-07-23,268,2
Utility-Water Main,2015-07-24,677,2
Utility-Gas Service Line,2015-07-27,60,7
Utility-Other,2015-07-29,61,9
Utility-Manhole,2015-07-30,535,5
Utility-Water Main,2015-07-30,3463,2
Utility-Power Outage,2015-07-30,448,4
Utility-Power Outage,2015-07-30,1111,4
Utility-Water Service Line,2015-07-31,863,6
Utility-Power Outage,2015-07-31,179,4
Utility-Gas Service Line,2015-07-31,341,7
Utility-Water Main,2015-07-31,3424,2
Utility-Water Main,2015-08-05,635,2
Utility-Water Main,2015-08-06,1046,2
Utility-Power Outage,2015-08-06,187,4
Utility-Water Main,2015-08-06,386,2
Utility-Manhole,2015-08-14,158,5
Utility-Water Main,2015-08-15,328,2
Utility-Water Main,2015-08-19,2771,2
Utility-Water Service Line,2015-08-24,117,6
Utility-Water Main,2015-08-26,227,2
Utility-Other,2015-09-02,30,9
Utility-Water Main,2015-09-03,122,2
Utility-Power Outage,2015-09-03,728,4
Utility-Gas Service Line,2015-09-04,85,7
Utility-Water Service Line,2015-09-05,594,6
Utility-Power Outage,2015-09-05,91,4
Utility-Water Service Line,2015-09-06,125,6
Utility-Manhole,2015-09-12,101,5
Utility-Power Outage,2015-09-16,98,4
Utility-Power Outage,2015-09-18,962,4
Utility-Gas High Pressure,2015-09-21,316,8
Utility-Water Main,2015-09-22,122,2
Utility-Manhole,2015-09-23,1614,5
Utility-Water Main,2015-09-24,1458,2
Utility-Water Main,2015-09-24,1885,2
Utility-Manhole,2015-09-28,73,5
Utility-Water Main,2015-09-30,1085,2
Utility-Manhole,2015-09-30,1519,5
Utility-Power Outage,2015-09-30,871,4
Utility-Water Main,2015-09-30,434,2
Utility-Water Main,2015-10-04,1359,2
Utility-Water Main,2015-10-08,682,2
Utility-Water Main,2015-10-09,1225,2
Utility-Water Service Line,2015-10-13,92,6
Utility-Water Main,2015-10-18,109,2
Utility-Water Main,2015-10-21,105,2
Utility-Water Main,2015-10-29,320,2
Utility-Gas High Pressure,2015-11-02,1732,8
Utility-Water Main,2015-11-04,946,2
Utility-Water Main,2015-11-15,1226,2
Utility-Other,2015-11-16,1109,9
Utility-Water Service Line,2015-11-17,975,6
Utility-Other,2015-11-19,266,9
Utility-Water Main,2015-11-21,1403,2
Utility-Water Service Line,2015-11-25,1165,6
Utility-Other,2015-11-27,178,9
Utility-Water Main,2015-12-08,39,2
Utility-Other,2015-12-14,199,9
Utility-Water Service Line,2015-12-16,297,6
Utility-Power Outage,2015-12-17,489,4
Utility-Other,2015-12-18,503,9
Utility-Power Outage,2015-12-22,99,4
Utility-Power Outage,2015-12-24,87,4
Utility-Other,2015-12-30,48,9
Utility-Water Main,2016-01-04,112,2
Utility-Power Outage,2016-01-05,218,4
Utility-Other,2016-01-07,178,9
Utility-Water Main,2016-01-08,796,2
Utility-Power Outage,2016-01-10,99,4
Utility-Water Service Line,2016-01-17,1239,6
Utility-Other,2016-01-18,311,9
Utility-Power Outage,2016-01-23,501,4
Utility-Water Service Line,2016-01-23,376,6
Utility-Manhole,2016-01-23,276,5
Utility-Water Main,2016-01-24,708,2
Utility-Power Outage,2016-01-25,888,4
Utility-Water Main,2016-01-25,689,2
Utility-Power Outage,2016-01-25,61,4
Utility-Gas Service Line,2016-01-25,142,7
Utility-Manhole,2016-01-25,568,5
Utility-Water Main,2016-01-26,2494,2
Utility-Water Main,2016-01-26,79,2
Utility-Other,2016-01-26,1875,9
Utility-Manhole,2016-01-26,650,5
Utility-Gas Service Line,2016-01-27,787,7
Utility-Manhole,2016-01-27,199,5
Utility-Power Outage,2016-01-28,119,4
Utility-Power Outage,2016-01-28,199,4
Utility-Other,2016-01-29,257,9
Utility-Gas Service Line,2016-01-29,151,7
Utility-Power Outage,2016-01-31,413,4
Utility-Power Outage,2016-01-31,123,4
Utility-Other,2016-02-01,829,9
Utility-Water Main,2016-02-02,139,2
Utility-Manhole,2016-02-03,188,5
Utility-Gas High Pressure,2016-02-04,21,8
Utility-Power Outage,2016-02-05,707,4
Utility-Water Main,2016-02-06,393,2
Utility-Water Service Line,2016-02-09,495,6
Utility-Gas High Pressure,2016-02-10,212,8
Utility-Water Main,2016-02-12,537,2
Utility-Other,2016-02-12,36,9
Utility-Gas High Pressure,2016-02-14,176,8
Utility-Other,2016-02-15,60,9
Utility-Power Outage,2016-02-15,91,4
Utility-Power Outage,2016-02-15,70,4
Utility-Water Service Line,2016-02-15,102,6
Utility-Other,2016-02-16,576,9
Utility-Other,2016-02-16,117,9
Utility-Other,2016-02-16,226,9
Utility-Other,2016-02-16,132,9
Utility-Power Outage,2016-02-16,233,4
Utility-Water Service Line,2016-02-17,106,6
Utility-Manhole,2016-02-24,211,5
Utility-Gas Service Line,2016-02-25,111,7
Utility-Power Outage,2016-02-28,48,4
Utility-Gas Main Rupture,2016-03-02,95,3
Utility-Water Main,2016-03-03,903,2
Utility-Power Outage,2016-03-04,476,4
Utility-Manhole,2016-03-04,134,5
Utility-Gas High Pressure,2016-03-08,127,8
Utility-Gas Service Line,2016-03-08,233,7
Utility-Water Main,2016-03-09,306,2
Utility-Water Service Line,2016-03-10,2664,6
Utility-Water Main,2016-03-11,462,2
Utility-Water Service Line,2016-03-13,376,6
Utility-Water Service Line,2016-03-15,252,6
Utility-Water Main,2016-03-16,562,2
Utility-Power Outage,2016-03-21,106,4
Utility-Water Main,2016-03-21,1470,2
Utility-Power Outage,2016-03-21,270,4
Utility-Other,2016-03-22,1308,9
Utility-Water Service Line,2016-03-23,1495,6
Utility-Water Main,2016-03-27,2420,2
Utility-Water Main,2016-03-28,478,2
Utility-Water Main,2016-03-31,597,2
Utility-Power Outage,2016-04-02,1626,4
Utility-Power Outage,2016-04-03,22,4
Utility-Manhole,2016-04-20,347,5
Utility-Other,2016-04-21,403,9
Utility-Water Service Line,2016-04-23,1634,6
Utility-Other,2016-04-27,3079,9
Utility-Gas Service Line,2016-04-28,16,7
Utility-Water Service Line,2016-04-30,628,6
Utility-Power Outage,2016-05-03,62,4
Utility-Power Outage,2016-05-03,44,4
Utility-Other,2016-05-03,96,9
Utility-Power Outage,2016-05-04,170,4
Utility-Other,2016-05-04,70,9
Utility-Other,2016-05-05,449,9
Utility-Water Main,2016-05-09,900,2
Utility-Gas Service Line,2016-05-12,100,7
Utility-Water Main,2016-05-12,128,2
Utility-Water Service Line,2016-05-18,131,6
Utility-Power Outage,2016-05-20,279,4
Utility-Other,2016-05-24,423,9
Utility-Other,2016-05-24,295,9
Utility-Other,2016-05-27,955,9
Utility-Water Main,2016-05-31,69,2
Utility-Other,2016-06-01,1018,9
Utility-Power Outage,2016-06-05,508,4
Utility-Water Service Line,2016-06-06,2605,6
Utility-Water Main,2016-06-08,887,2
Utility-Power Outage,2016-06-11,164,4
Utility-Other,2016-06-13,1280,9
Utility-Manhole,2016-06-16,207,5
Utility-Other,2016-06-17,110,9
Utility-Manhole,2016-06-19,283,5
Utility-Water Main,2016-06-20,175,2
Utility-Power Outage,2016-06-22,141,4
Utility-Water Main,2016-06-25,585,2
Utility-Water Main,2016-06-25,128,2
Utility-Water Service Line,2016-06-26,44,6
Utility-Other,2016-06-27,147,9
Utility-Gas High Pressure,2016-06-30,639,8
Utility-Power Outage,2016-07-07,408,4
Utility-Other,2016-07-08,61,9
Utility-Power Outage,2016-07-09,83,4
Utility-Water Main,2016-07-10,735,2
Utility-Water Main,2016-07-11,881,2
Utility-Power Outage,2016-07-18,159,4
Utility-Power Outage,2016-07-18,38,4
Utility-Power Outage,2016-07-18,145,4
Utility-Manhole,2016-07-21,35,5
Utility-Gas Main Rupture,2016-07-22,60,3
Utility-Power Outage,2016-07-22,751,4
Utility-Power Outage,2016-07-23,50,4
Utility-Other,2016-07-24,123,9
Utility-Water Service Line,2016-07-28,120,6
Utility-Other,2016-07-29,86,9
Utility-Water Main,2016-07-30,1277,2
Utility-Water Main,2016-08-02,477,2
Utility-Power Outage,2016-08-12,1839,4
Utility-Power Outage,2016-08-12,15,4
Utility-Power Outage,2016-08-12,734,4
Utility-Power Outage,2016-08-14,780,4
Utility-Power Outage,2016-08-16,78,4
Utility-Gas Main Rupture,2016-08-17,110,3
Utility-Water Main,2016-08-17,673,2
Utility-Water Main,2016-08-17,1519,2
Utility-Water Main,2016-08-18,481,2
Utility-Water Service Line,2016-08-25,1361,6
Utility-Water Main,2016-08-29,2013,2
Utility-Other,2016-08-31,3279,9
Utility-Other,2016-09-07,112,9
Utility-Water Service Line,2016-09-07,1441,6
Utility-Power Outage,2016-09-09,2937,4
Utility-Power Outage,2016-09-10,155,4
Utility-Power Outage,2016-09-10,161,4
Utility-Water Main,2016-09-13,2484,2
Utility-Water Service Line,2016-09-13,719,6
Utility-Other,2016-09-16,1371,9
Utility-Water Main,2016-09-16,536,2
Utility-Water Main,2016-09-17,1701,2
Utility-Power Outage,2016-09-20,708,4
Utility-Water Main,2016-09-20,1517,2
Utility-Water Main,2016-09-22,3232,2
Utility-Other,2016-09-25,1079,9
Utility-Gas Main Rupture,2016-09-30,104,3
Utility-Water Main,2016-10-02,1552,2
Utility-Other,2016-10-03,689,9
Utility-Water Main,2016-10-05,1490,2
Utility-Other,2016-10-07,59,9
Utility-Other,2016-10-08,46,9
Utility-Manhole,2016-10-10,702,5
Utility-Gas High Pressure,2016-10-11,2965,8
Utility-Other,2016-10-12,132,9
Utility-Water Main,2016-10-12,1258,2
Utility-Water Service Line,2016-10-14,328,6
Utility-Water Main,2016-10-16,221,2
Utility-Other,2016-10-17,433,9
Utility-Other,2016-10-17,343,9
Utility-Water Main,2016-10-17,79,2
Utility-Water Main,2016-10-20,412,2
Utility-Other,2016-10-25,621,9
Utility-Other,2016-11-05,323,9
Utility-Other,2016-11-09,50,9
Utility-Gas High Pressure,2016-11-10,3380,8
Utility-Water Main,2016-11-12,687,2
Utility-Water Main,2016-11-14,554,2
Utility-Water Service Line,2016-11-16,33,6
Utility-Power Outage,2016-11-18,558,4
Utility-Power Outage,2016-11-18,2148,4
Utility-Other,2016-11-21,11,9
Utility-Other,2016-11-22,1543,9
Utility-Water Main,2016-11-24,1499,2
Utility-Other,2016-11-29,3033,9
Utility-Water Main,2016-11-29,578,2
Utility-Manhole,2016-11-29,283,5
Utility-Power Outage,2016-11-30,1326,4
Utility-Power Outage,2016-11-30,83,4
Utility-Water Main,2016-12-01,679,2
Utility-Water Main,2016-12-02,965,2
Utility-Water Main,2016-12-03,766,2
Utility-Gas High Pressure,2016-12-06,70,8
Utility-Other,2016-12-06,20,9
Utility-Water Main,2016-12-07,549,2
Utility-Power Outage,2016-12-12,63,4
Utility-Other,2016-12-13,51,9
Utility-Other,2016-12-14,176,9
Utility-Water Main,2016-12-17,2841,2
Utility-Gas High Pressure,2016-12-19,1519,8
Utility-Gas High Pressure,2016-12-19,211,8
Utility-Water Main,2016-12-20,511,2
Utility-Other,2016-12-20,136,9
Utility-Water Main,2016-12-21,886,2
Utility-Power Outage,2016-12-22,74,4
Utility-Other,2016-12-23,1544,9
Utility-Water Main,2016-12-25,429,2
Utility-Power Outage,2016-12-29,38,4
Utility-Water Main,2016-12-31,503,2
Utility-Electric Feeder Cable,2016-12-31,70,1
Utility-Manhole,2017-01-02,75,5
Utility-Gas Service Line,2017-01-05,214,7
Utility-Other,2017-01-07,277,9
Utility-Other,2017-01-09,927,9
Utility-Power Outage,2017-01-10,165,4
Utility-Water Main,2017-01-10,1548,2
Utility-Water Main,2017-01-12,1173,2
Utility-Water Main,2017-01-12,884,2
Utility-Water Main,2017-01-14,3498,2
Utility-Water Main,2017-01-16,3993,2
Utility-Power Outage,2017-01-17,64,4
Utility-Manhole,2017-01-17,153,5
Utility-Power Outage,2017-01-17,115,4
Utility-Manhole,2017-01-17,99,5
Utility-Power Outage,2017-01-17,97,4
Utility-Water Main,2017-01-19,2263,2
Utility-Power Outage,2017-01-20,93,4
Utility-Water Service Line,2017-01-23,3897,6
Utility-Water Service Line,2017-01-23,109,6
Utility-Other,2017-01-23,297,9
Utility-Power Outage,2017-01-23,82,4
Utility-Water Main,2017-01-25,539,2
Utility-Water Main,2017-01-25,8,2
Utility-Power Outage,2017-02-01,219,4
Utility-Water Main,2017-02-03,451,2
Utility-Power Outage,2017-02-10,1021,4
Utility-Manhole,2017-02-11,53,5
Utility-Water Service Line,2017-02-11,503,6
Utility-Power Outage,2017-02-11,700,4
Utility-Power Outage,2017-02-12,74,4
Utility-Water Main,2017-02-14,965,2
Utility-Other,2017-02-14,3569,9
Utility-Power Outage,2017-02-15,455,4
Utility-Electric Feeder Cable,2017-02-16,120,1
Utility-Other,2017-02-20,41,9
Utility-Water Service Line,2017-02-20,91,6
Utility-Water Main,2017-02-22,535,2
Utility-Manhole,2017-02-23,362,5
Utility-Other,2017-02-27,574,9
